TIME,FLIGHT,FROM,AIRLINE,AIRCRAFT,Unnamed: 5,STATUS,DATE,ARRIVAL_AIRPORT_CODE,ARRIVAL_AIRPORT_NAME,WEATHER_ARRIVAL,WIND_ARRIVAL,DIRECTION_ARRIVAL,WEATHER_DEPARTURE,WIND_DEPARTURE,DIRECTION_DEPARTURE,Scheduled_departures,Actual_departures,Scheduled_arrival,Actual_arrival
1:25 PM,6E133,Pune (PNQ),IndiGo,A20N (VT-ITN),,Scheduled,"Wednesday, Jun 19",JDH,Jodhpur Airport,38 °C,12 kts,230 °,26 °C,8 kts,250 °,11:45 AM,11:54 AM,01:19,1:25 PM
1:50 PM,6E5274,Mumbai (BOM),IndiGo,A21N (VT-IBZ),,Scheduled,"Wednesday, Jun 19",JDH,Jodhpur Airport,38 °C,12 kts,230 °,27 °C,10 kts,230 °,12:20 PM,12:36 PM,01:12,1:50 PM
2:10 PM,6E326,Kolkata (CCU),IndiGo,A320 (VT-IFK),,Scheduled,"Wednesday, Jun 19",JRH,Jorhat Airport,25 °C,4 kts,50 °,29 °C,12 kts,170 °,12:40 PM,1:00 PM,01:07,2:10 PM
11:05 AM,6E7102,Bengaluru (BLR),IndiGo,AT76 (VT-IYN),,Scheduled,"Wednesday, Jun 19",CDP,Kadapa Cuddapah Airport,33 °C,4 kts,280 °,23 °C,8 kts,250 °,,,,
3:15 PM,6E7106,Visakhapatnam (VTZ),IndiGo,AT76 (VT-IYN),,Scheduled,"Wednesday, Jun 19",CDP,Kadapa Cuddapah Airport,33 °C,4 kts,280 °,29 °C,2 kts,Variable,,,,
11:10 AM,6E7282,Chennai (MAA),IndiGo,AT7,,Scheduled,"Wednesday, Jun 19",CDP,Kadapa Cuddapah Airport,33 °C,4 kts,280 °,27 °C,12 kts,250 °,11:40 AM,11:30 AM,00:51,12:45 PM
2:00 PM,SG2905,Mumbai (BOM),SpiceJet,DH8,,Scheduled,"Wednesday, Jun 19",IXY,Kandla Airport,,,,26 °C,6 kts,200 °,12:05 PM,12:27 PM,01:10,2:00 PM
5:40 PM,SG2347,Delhi (DEL),SpiceJet,DH8,,Scheduled,"Wednesday, Jun 19",IXY,Kandla Airport,,,,31 °C,6 kts,110 °,3:30 PM,3:58 PM,01:56,5:40 PM
11:35 PM,IX748,Dubai (DXB),Air India Express,B38M (VT-BXP),,Estimated 11:35 PM,"Wednesday, Jun 19",CNN,Kannur International Airport,25 °C,4 kts,160 °,34 °C,6 kts,190 °,6:05 PM,6:28 PM,03:36,11:35 PM
2:55 AM,IX794,Kuwait City (KWI),Air India Express,B738 (VT-TGH),,Estimated 2:41 AM,"Wednesday, Jun 19",CNN,Kannur International Airport,25 °C,4 kts,160 °,,,,7:25 PM,7:45 PM,—,2:55 AM
3:10 AM,IX752,Ra'sal-Khaymah (RKT),Air India Express (Great Stupa-Charminar Livery),B738 (VT-AXW),,Estimated 2:26 AM,"Wednesday, Jun 19",CNN,Kannur International Airport,25 °C,4 kts,160 °,35 °C,8 kts,190 °,9:45 PM,9:25 PM,03:39,3:10 AM
5:05 AM,IX774,Doha (DOH),Air India Express (Kochi-Muziris Biennale Livery),B738 (VT-AXN),,Scheduled,"Wednesday, Jun 19",CNN,Kannur International Airport,25 °C,4 kts,160 °,35 °C,6 kts,Variable,10:20 PM,10:34 PM,—,5:05 AM
7:25 AM,6E7728,Bengaluru (BLR),IndiGo,AT76 (VT-IRA),,Scheduled,"Wednesday, Jun 19",CNN,Kannur International Airport,25 °C,4 kts,160 °,22 °C,10 kts,250 °,6:10 AM,6:33 AM,00:49,7:25 AM
8:40 AM,6E1434,Abu Dhabi (AUH),IndiGo,A20N (VT-IQV),,Scheduled,"Wednesday, Jun 19",CNN,Kannur International Airport,25 °C,4 kts,160 °,33 °C,6 kts,210 °,3:45 AM,4:15 AM,03:36,8:40 AM
9:10 AM,6E7225,Hyderabad (HYD),IndiGo,AT76 (VT-IRB),,Scheduled,"Wednesday, Jun 19",CNN,Kannur International Airport,25 °C,4 kts,160 °,26 °C,13 kts,260 °,7:05 AM,7:09 AM,01:38,9:10 AM
12:30 PM,IX712,Muscat (MCT),Air India Express (Great Stupa-Charminar Livery),B738 (VT-AXW),,Scheduled,"Wednesday, Jun 19",CNN,Kannur International Airport,25 °C,4 kts,160 °,35 °C,4 kts,300 °,,,,
12:00 PM,6E6035,Bengaluru (BLR),IndiGo,A20N (VT-IJU),,Scheduled,"Wednesday, Jun 19",KNU,Kanpur Airport,,,,22 °C,10 kts,250 °,8:40 AM,9:02 AM,—,10:55 AM
2:05 PM,6E5396,Delhi (DEL),IndiGo,A20N (VT-ISL),,Scheduled,"Wednesday, Jun 19",KNU,Kanpur Airport,,,,31 °C,6 kts,110 °,12:45 PM,12:50 PM,00:49,2:05 PM
2:50 PM,6E824,Mumbai (BOM),IndiGo,A20N (VT-IQL),,Scheduled,"Wednesday, Jun 19",KNU,Kanpur Airport,,,,26 °C,6 kts,200 °,12:50 PM,12:57 PM,01:42,2:50 PM
12:05 PM,9I603,Ahmedabad (AMD),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",IXK,Keshod Airport,,,,31 °C,12 kts,200 °,,,,
6:10 PM,SG2931,Delhi (DEL),SpiceJet,DH8,,Scheduled,"Wednesday, Jun 19",HJR,Khajuraho Airport,,,,31 °C,6 kts,110 °,4:35 PM,4:48 PM,01:02,6:10 PM
11:05 AM,S5191,Nagpur (NAG),Star Air,ER4,,Scheduled,"Wednesday, Jun 19",KQH,Kishangarh Airport,,,,27 °C,4 kts,200 °,,,,
4:40 PM,S5143,Surat (STV),Star Air,ER4,,Scheduled,"Wednesday, Jun 19",KQH,Kishangarh Airport,,,,29 °C,10 kts,220 °,,,,
9:30 AM,S5200,Pune (PNQ),Star Air,ERJ,,Scheduled,"Wednesday, Jun 19",KQH,Kishangarh Airport,,,,26 °C,8 kts,250 °,12:00 PM,12:04 PM,01:25,1:45 PM
11:05 AM,S5191,Nagpur (NAG),Star Air,ER4,,Scheduled,"Wednesday, Jun 19",KQH,Kishangarh Airport,,,,27 °C,4 kts,200 °,,,,
10:00 AM,S5194,Bengaluru (BLR),Star Air,ERJ,,Scheduled,"Wednesday, Jun 19",KLH,Kolhapur Airport,26 °C,13 kts,250 °,22 °C,10 kts,250 °,,,,
12:20 PM,6E7563,Hyderabad (HYD),IndiGo,AT76 (VT-IRE),,Scheduled,"Wednesday, Jun 19",KLH,Kolhapur Airport,26 °C,13 kts,250 °,26 °C,13 kts,260 °,10:50 AM,10:57 AM,01:10,12:20 PM
3:30 PM,6E7445,Bengaluru (BLR),IndiGo,AT76 (VT-IRA),,Scheduled,"Wednesday, Jun 19",KLH,Kolhapur Airport,26 °C,13 kts,250 °,22 °C,10 kts,250 °,1:45 PM,2:02 PM,—,3:30 PM
4:30 PM,S5161,Mumbai (BOM),Star Air,ERJ,,Scheduled,"Wednesday, Jun 19",KLH,Kolhapur Airport,26 °C,13 kts,250 °,26 °C,6 kts,200 °,9:30 AM,9:38 AM,00:41,10:35 AM
10:00 AM,S5194,Bengaluru (BLR),Star Air,ERJ,,Scheduled,"Wednesday, Jun 19",KLH,Kolhapur Airport,26 °C,13 kts,250 °,22 °C,10 kts,250 °,,,,
11:05 PM,I5558,Bengaluru (BLR),AIX Connect,A320 (VT-NAG),,Landed 10:42 PM,"Wednesday, Jun 19",CCU,Kolkata Subhas Chandra Bose International Airport,28 °C,10 kts,170 °,22 °C,10 kts,250 °,8:15 PM,8:27 PM,02:15,11:05 PM
11:10 PM,6E944,Hyderabad (HYD),IndiGo,A21N (VT-IMV),,Landed 10:57 PM,"Wednesday, Jun 19",CCU,Kolkata Subhas Chandra Bose International Airport,28 °C,10 kts,170 °,26 °C,13 kts,260 °,9:05 PM,9:16 PM,01:41,11:10 PM
11:10 PM,6E7117,Bhubaneswar (BBI),IndiGo,AT76 (VT-IYI),,Landed 11:17 PM,"Wednesday, Jun 19",CCU,Kolkata Subhas Chandra Bose International Airport,28 °C,10 kts,170 °,29 °C,8 kts,180 °,9:45 PM,10:05 PM,01:12,11:10 PM
11:15 PM,CX42,Delhi (DEL),Cathay Pacific,74Y,,Scheduled,"Wednesday, Jun 19",CCU,Kolkata Subhas Chandra Bose International Airport,28 °C,10 kts,170 °,31 °C,6 kts,110 °,9:05 PM,—,—,11:15 PM
11:20 PM,6E923,Chennai (MAA),IndiGo,A21N (VT-IMD),,Delayed 11:52 PM,"Wednesday, Jun 19",CCU,Kolkata Subhas Chandra Bose International Airport,28 °C,10 kts,170 °,27 °C,10 kts,250 °,9:00 PM,9:57 PM,02:02,11:20 PM
11:25 PM,AI762,Delhi (DEL),Air India,A321 (VT-PPI),,Estimated 11:22 PM,"Wednesday, Jun 19",CCU,Kolkata Subhas Chandra Bose International Airport,28 °C,10 kts,170 °,31 °C,6 kts,110 °,9:10 PM,9:30 PM,01:55,11:25 PM
11:25 PM,6E389,Delhi (DEL),IndiGo,A21N (VT-ILH),,Landed 11:10 PM,"Wednesday, Jun 19",CCU,Kolkata Subhas Chandra Bose International Airport,28 °C,10 kts,170 °,31 °C,6 kts,110 °,9:15 PM,9:18 PM,01:52,11:25 PM
11:30 PM,6E6566,Indore (IDR),IndiGo,A20N (VT-IVX),,Estimated 11:19 PM,"Wednesday, Jun 19",CCU,Kolkata Subhas Chandra Bose International Airport,28 °C,10 kts,170 °,25 °C,8 kts,250 °,9:20 PM,9:23 PM,01:58,11:30 PM
2:30 AM,QR536,Doha (DOH),Qatar Airways,A320 (A7-AHD),,Estimated 2:11 AM,"Wednesday, Jun 19",CCJ,Kozhikode Calicut International Airport,27 °C,4 kts,190 °,35 °C,6 kts,Variable,7:40 PM,7:51 PM,03:59,2:30 AM
3:30 AM,G9454,Sharjah (SHJ),Air Arabia,320,,Scheduled,"Wednesday, Jun 19",CCJ,Kozhikode Calicut International Airport,27 °C,4 kts,190 °,34 °C,6 kts,170 °,10:20 PM,10:42 PM,—,3:30 AM
3:55 AM,OV773,Muscat (MCT),SalamAir,32N,,Scheduled,"Wednesday, Jun 19",CCJ,Kozhikode Calicut International Airport,27 °C,4 kts,190 °,35 °C,4 kts,300 °,10:55 PM,11:10 PM,—,3:55 AM
4:40 AM,GF260,Bahrain (BAH),Gulf Air,321,,Scheduled,"Wednesday, Jun 19",CCJ,Kozhikode Calicut International Airport,27 °C,4 kts,190 °,38 °C,6 kts,260 °,9:25 PM,9:33 PM,—,4:40 AM
4:50 AM,3L200,Abu Dhabi (AUH),Air Arabia Abu Dhabi,320,,Scheduled,"Wednesday, Jun 19",CCJ,Kozhikode Calicut International Airport,27 °C,4 kts,190 °,33 °C,6 kts,210 °,11:20 PM,—,—,4:50 AM
5:20 AM,IX344,Dubai (DXB),Air India Express (Beach-Himalayas Livery),B738 (VT-AXX),,Scheduled,"Wednesday, Jun 19",CCJ,Kozhikode Calicut International Airport,27 °C,4 kts,190 °,34 °C,6 kts,190 °,11:40 PM,11:58 PM,—,5:20 AM
6:45 AM,6E7091,Chennai (MAA),IndiGo,AT76 (VT-IRG),,Scheduled,"Wednesday, Jun 19",CCJ,Kozhikode Calicut International Airport,27 °C,4 kts,190 °,27 °C,10 kts,250 °,5:10 AM,5:20 AM,01:23,6:45 AM
6:55 AM,6E88,Dammam (DMM),IndiGo,A20N (VT-IIG),,Scheduled,"Wednesday, Jun 19",CCJ,Kozhikode Calicut International Airport,27 °C,4 kts,190 °,35 °C,4 kts,260 °,12:05 AM,12:19 AM,04:16,6:55 AM
8:00 AM,9I803,Delhi (DEL),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",KUU,Kullu Bhuntar Airport,30 °C,Calm,,31 °C,6 kts,110 °,6:35 AM,6:56 AM,01:05,8:00 AM
11:20 AM,9I802,Dehradun (DED),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",KUU,Kullu Bhuntar Airport,30 °C,Calm,,23 °C,8 kts,60 °,,,,
8:00 AM,9I803,Delhi (DEL),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",KUU,Kullu Bhuntar Airport,30 °C,Calm,,31 °C,6 kts,110 °,6:35 AM,6:56 AM,01:05,8:00 AM
11:10 AM,9I808,Amritsar (ATQ),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",KUU,Kullu Bhuntar Airport,30 °C,Calm,,28 °C,10 kts,20 °,—,—,—,12:31 PM
11:25 AM,6E7086,Chennai (MAA),IndiGo,AT76 (VT-IRH),,Scheduled,"Wednesday, Jun 19",KJB,Kurnool Airport,33 °C,10 kts,260 °,27 °C,10 kts,250 °,,,,
3:25 PM,6E7913,Visakhapatnam (VTZ),IndiGo,AT76 (VT-IRH),,Scheduled,"Wednesday, Jun 19",KJB,Kurnool Airport,33 °C,10 kts,260 °,29 °C,2 kts,Variable,,,,
6:20 AM,AI477,Delhi (DEL),Air India,A20N (VT-EXF),,Scheduled,"Wednesday, Jun 19",IXL,Leh Kushok Bakula Rimpochee Airport,18 °C,16 kts,290 °,31 °C,6 kts,110 °,,,,
7:00 AM,6E2003,Delhi (DEL),IndiGo,A20N (VT-IQP),,Scheduled,"Wednesday, Jun 19",IXL,Leh Kushok Bakula Rimpochee Airport,18 °C,16 kts,290 °,31 °C,6 kts,110 °,5:40 AM,5:47 AM,—,7:00 AM
7:25 AM,SG121,Delhi (DEL),SpiceJet,737,,Scheduled,"Wednesday, Jun 19",IXL,Leh Kushok Bakula Rimpochee Airport,18 °C,16 kts,290 °,31 °C,6 kts,110 °,6:10 AM,6:15 AM,—,7:25 AM
7:50 AM,6E2006,Delhi (DEL),IndiGo,A20N (VT-IZI),,Scheduled,"Wednesday, Jun 19",IXL,Leh Kushok Bakula Rimpochee Airport,18 °C,16 kts,290 °,31 °C,6 kts,110 °,6:30 AM,6:32 AM,—,7:50 AM
8:10 AM,AI445,Delhi (DEL),Air India,A20N (VT-EXQ),,Scheduled,"Wednesday, Jun 19",IXL,Leh Kushok Bakula Rimpochee Airport,18 °C,16 kts,290 °,31 °C,6 kts,110 °,6:40 AM,7:03 AM,—,8:10 AM
8:40 AM,UK601,Delhi (DEL),Vistara,320,,Scheduled,"Wednesday, Jun 19",IXL,Leh Kushok Bakula Rimpochee Airport,18 °C,16 kts,290 °,31 °C,6 kts,110 °,7:00 AM,7:15 AM,—,8:40 AM
10:10 AM,SG8125,Delhi (DEL),SpiceJet,737,,Scheduled,"Wednesday, Jun 19",IXL,Leh Kushok Bakula Rimpochee Airport,18 °C,16 kts,290 °,31 °C,6 kts,110 °,8:45 AM,9:24 AM,—,10:10 AM
10:20 AM,6E802,Mumbai (BOM),IndiGo,A20N (VT-IZM),,Scheduled,"Wednesday, Jun 19",IXL,Leh Kushok Bakula Rimpochee Airport,18 °C,16 kts,290 °,26 °C,6 kts,200 °,7:20 AM,7:50 AM,—,10:20 AM
12:20 PM,9I729,Shillong (SHL),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",IXI,Lilabari Airport,,,,23 °C,Calm,,,,,
8:05 AM,9I751,Kolkata (CCU),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",IXI,Lilabari Airport,,,,29 °C,12 kts,170 °,5:55 AM,6:11 AM,02:00,8:05 AM
6:00 AM,6E338,Pune (PNQ),IndiGo,A320 (VT-IFS),,Scheduled,"Wednesday, Jun 19",LKO,Lucknow Chaudhary Charan Singh Airport,35 °C,6 kts,230 °,26 °C,8 kts,250 °,3:55 AM,4:11 AM,01:53,6:00 AM
6:05 AM,OV705,Muscat (MCT),SalamAir,32N,,Scheduled,"Wednesday, Jun 19",LKO,Lucknow Chaudhary Charan Singh Airport,35 °C,6 kts,230 °,35 °C,4 kts,300 °,,,,
6:25 AM,FZ443,Dubai (DXB),FlyDubai,73H,,Scheduled,"Wednesday, Jun 19",LKO,Lucknow Chaudhary Charan Singh Airport,35 °C,6 kts,230 °,34 °C,6 kts,190 °,,,,
6:30 AM,IX142,Dammam (DMM),Air India Express,B38M (VT-BXI),,Scheduled,"Wednesday, Jun 19",LKO,Lucknow Chaudhary Charan Singh Airport,35 °C,6 kts,230 °,35 °C,4 kts,260 °,11:30 PM,11:45 PM,—,6:30 AM
6:35 AM,I5548,Delhi (DEL),AIX Connect,A320 (VT-KUL),,Scheduled,"Wednesday, Jun 19",LKO,Lucknow Chaudhary Charan Singh Airport,35 °C,6 kts,230 °,31 °C,6 kts,110 °,5:15 AM,5:21 AM,00:52,6:35 AM
6:45 AM,6E5225,Mumbai (BOM),IndiGo,A20N (VT-ISU),,Scheduled,"Wednesday, Jun 19",LKO,Lucknow Chaudhary Charan Singh Airport,35 °C,6 kts,230 °,26 °C,6 kts,200 °,4:45 AM,4:54 AM,02:02,6:45 AM
6:55 AM,6E5327,Delhi (DEL),IndiGo,A20N (VT-IQT),,Scheduled,"Wednesday, Jun 19",LKO,Lucknow Chaudhary Charan Singh Airport,35 °C,6 kts,230 °,31 °C,6 kts,110 °,5:45 AM,5:44 AM,00:57,6:55 AM
7:00 AM,6E7319,Jaipur (JAI),IndiGo,AT76 (VT-IYV),,Scheduled,"Wednesday, Jun 19",LKO,Lucknow Chaudhary Charan Singh Airport,35 °C,6 kts,230 °,34 °C,10 kts,260 °,5:15 AM,5:20 AM,01:30,7:00 AM
12:30 PM,S99306,Ghaziabad (HDO),FlyBig,DHT,,Scheduled,"Wednesday, Jun 19",LUH,Ludhiana Sahnewal Airport,,,,,,,,,,
7:25 AM,6E7183,Chennai (MAA),IndiGo,AT76 (VT-IYK),,Scheduled,"Wednesday, Jun 19",IXM,Madurai Airport,28 °C,2 kts,160 °,27 °C,10 kts,250 °,5:50 AM,5:59 AM,01:07,7:25 AM
7:35 AM,6E7171,Bengaluru (BLR),IndiGo,AT76 (VT-IYM),,Scheduled,"Wednesday, Jun 19",IXM,Madurai Airport,28 °C,2 kts,160 °,22 °C,10 kts,250 °,6:20 AM,6:37 AM,01:01,7:35 AM
8:15 AM,6E7167,Chennai (MAA),IndiGo,AT76 (VT-IRJ),,Scheduled,"Wednesday, Jun 19",IXM,Madurai Airport,28 °C,2 kts,160 °,27 °C,10 kts,250 °,7:00 AM,6:57 AM,01:07,8:15 AM
8:25 AM,6E2427,Delhi (DEL),IndiGo,A320 (VT-IFZ),,Scheduled,"Wednesday, Jun 19",IXM,Madurai Airport,28 °C,2 kts,160 °,31 °C,6 kts,110 °,5:25 AM,5:27 AM,02:45,8:25 AM
11:10 AM,SG24,Dubai (DXB),SpiceJet,7M8,,Scheduled,"Wednesday, Jun 19",IXM,Madurai Airport,28 °C,2 kts,160 °,34 °C,6 kts,190 °,5:00 AM,5:04 AM,04:01,11:10 AM
11:20 AM,6E7207,Bengaluru (BLR),IndiGo,AT76 (VT-IYM),,Scheduled,"Wednesday, Jun 19",IXM,Madurai Airport,28 °C,2 kts,160 °,22 °C,10 kts,250 °,9:45 AM,10:20 AM,01:11,11:20 AM
11:35 AM,6E7185,Chennai (MAA),IndiGo,AT76 (VT-IYW),,Scheduled,"Wednesday, Jun 19",IXM,Madurai Airport,28 °C,2 kts,160 °,27 °C,10 kts,250 °,10:00 AM,10:14 AM,—,11:35 AM
11:55 AM,IX683,Singapore (SIN),Air India Express (Chundan Vallam-Kalaripayattu),B738 (VT-AXR),,Scheduled,"Wednesday, Jun 19",IXM,Madurai Airport,28 °C,2 kts,160 °,27 °C,4 kts,320 °,10:00 AM,1:20 PM,—,11:55 AM
3:45 AM,IX796,Jeddah (JED),Air India Express (Kathakali-Bharatanatyam Livery),B738 (VT-GHE),,Delayed 4:04 AM,"Wednesday, Jun 19",IXE,Mangalore International Airport,25 °C,6 kts,50 °,33 °C,6 kts,300 °,7:25 PM,8:29 PM,—,3:45 AM
5:00 AM,IX886,Dammam (DMM),Air India Express (Himalayan Peaks-Desert Livery),B738 (VT-AXZ),,Scheduled,"Wednesday, Jun 19",IXE,Mangalore International Airport,25 °C,6 kts,50 °,35 °C,4 kts,260 °,10:10 PM,10:12 PM,—,5:00 AM
7:15 AM,AI679,Mumbai (BOM),Air India,A320 (VT-EXA),,Scheduled,"Wednesday, Jun 19",IXE,Mangalore International Airport,25 °C,6 kts,50 °,27 °C,6 kts,170 °,5:45 AM,6:08 AM,01:14,7:15 AM
7:35 AM,6E7346,Chennai (MAA),IndiGo,AT76 (VT-IRH),,Scheduled,"Wednesday, Jun 19",IXE,Mangalore International Airport,25 °C,6 kts,50 °,27 °C,10 kts,250 °,5:40 AM,5:44 AM,01:26,7:35 AM
7:55 AM,IX814,Dubai (DXB),Air India Express (Peacock-Stork Livery),B738 (VT-AXT),,Scheduled,"Wednesday, Jun 19",IXE,Mangalore International Airport,25 °C,6 kts,50 °,34 °C,6 kts,190 °,2:25 AM,2:46 AM,03:25,7:55 AM
8:10 AM,6E7549,Hyderabad (HYD),IndiGo,AT76 (VT-IXY),,Scheduled,"Wednesday, Jun 19",IXE,Mangalore International Airport,25 °C,6 kts,50 °,26 °C,13 kts,260 °,6:25 AM,6:35 AM,01:38,8:10 AM
8:15 AM,6E6858,Bengaluru (BLR),IndiGo,A21N (VT-IMM),,Scheduled,"Wednesday, Jun 19",IXE,Mangalore International Airport,25 °C,6 kts,50 °,22 °C,10 kts,250 °,7:20 AM,7:22 AM,00:37,8:15 AM
10:30 AM,6E6162,Bengaluru (BLR),IndiGo,A20N (VT-IIH),,Scheduled,"Wednesday, Jun 19",IXE,Mangalore International Airport,25 °C,6 kts,50 °,22 °C,10 kts,250 °,9:35 AM,10:16 AM,00:34,10:30 AM
11:15 PM,AI668,Thiruvananthapuram (TRV),Air India,A20N (VT-RTU),,Landed 11:03 PM,"Wednesday, Jun 19",BOM,Mumbai Chhatrapati Shivaji International Airport,29 °C,6 kts,210 °,26 °C,Calm,,8:40 PM,8:45 PM,02:18,11:15 PM
11:15 PM,6E395,Delhi (DEL),IndiGo,A21N (VT-IBT),,Landed 11:12 PM,"Wednesday, Jun 19",BOM,Mumbai Chhatrapati Shivaji International Airport,29 °C,6 kts,210 °,31 °C,6 kts,110 °,9:00 PM,9:17 PM,01:56,11:15 PM
11:20 PM,AI642,Bengaluru (BLR),Air India,A20N (VT-RTV),,Delayed 11:38 PM,"Wednesday, Jun 19",BOM,Mumbai Chhatrapati Shivaji International Airport,29 °C,6 kts,210 °,22 °C,10 kts,250 °,9:25 PM,10:19 PM,01:34,11:20 PM
11:20 PM,UK840,Bengaluru (BLR),Vistara,A20N (VT-TQN),,Delayed 11:37 PM,"Wednesday, Jun 19",BOM,Mumbai Chhatrapati Shivaji International Airport,29 °C,6 kts,210 °,22 °C,10 kts,250 °,9:35 PM,10:14 PM,01:31,11:20 PM
11:20 PM,6E5083,Bhopal (BHO),IndiGo,A20N (VT-IIN),,Delayed 11:38 PM,"Wednesday, Jun 19",BOM,Mumbai Chhatrapati Shivaji International Airport,29 °C,6 kts,210 °,30 °C,8 kts,180 °,10:00 PM,10:36 PM,01:10,11:20 PM
11:25 PM,AI517,Cochin (COK),Air India,A20N (VT-CIH),,Estimated 11:34 PM,"Wednesday, Jun 19",BOM,Mumbai Chhatrapati Shivaji International Airport,29 °C,6 kts,210 °,25 °C,Calm,,9:05 PM,9:52 PM,01:55,11:25 PM
11:25 PM,AI574,Chennai (MAA),Air India,A319 (VT-SCV),,Estimated 11:28 PM,"Wednesday, Jun 19",BOM,Mumbai Chhatrapati Shivaji International Airport,29 °C,6 kts,210 °,27 °C,10 kts,250 °,9:15 PM,9:48 PM,01:40,11:25 PM
11:25 PM,UK776,Kolkata (CCU),Vistara,A20N (VT-TQP),,Estimated 11:31 PM,"Wednesday, Jun 19",BOM,Mumbai Chhatrapati Shivaji International Airport,29 °C,6 kts,210 °,29 °C,10 kts,170 °,8:30 PM,9:13 PM,02:30,11:25 PM
11:00 AM,6E7603,Chennai (MAA),IndiGo,AT76 (VT-IRD),,Scheduled,"Wednesday, Jun 19",MYQ,Mysore Airport,25 °C,10 kts,270 °,27 °C,10 kts,250 °,9:35 AM,9:37 AM,01:14,11:00 AM
12:40 PM,6E7126,Hyderabad (HYD),IndiGo,AT76 (VT-IYX),,Scheduled,"Wednesday, Jun 19",MYQ,Mysore Airport,25 °C,10 kts,270 °,26 °C,13 kts,260 °,10:50 AM,11:03 AM,01:28,12:40 PM
11:00 AM,6E7603,Chennai (MAA),IndiGo,AT7,,Scheduled,"Wednesday, Jun 19",MYQ,Mysore Airport,25 °C,10 kts,270 °,27 °C,10 kts,250 °,9:35 AM,9:37 AM,01:14,11:00 AM
1:40 AM,6E5264,Mumbai (BOM),IndiGo,A20N (VT-IPS),,Scheduled,"Wednesday, Jun 19",NAG,Nagpur Dr. Babasaheb Ambedkar International Airport,28 °C,4 kts,170 °,27 °C,6 kts,170 °,12:10 AM,12:33 AM,01:11,1:40 AM
1:45 AM,6E6798,Pune (PNQ),IndiGo,A20N (VT-IVC),,Scheduled,"Wednesday, Jun 19",NAG,Nagpur Dr. Babasaheb Ambedkar International Airport,28 °C,4 kts,170 °,26 °C,8 kts,250 °,12:20 AM,12:58 AM,00:59,1:45 AM
2:50 AM,QR590,Doha (DOH),Qatar Airways (25 Years of Excellence Sticker),A320 (A7-AHG),,Estimated 2:56 AM,"Wednesday, Jun 19",NAG,Nagpur Dr. Babasaheb Ambedkar International Airport,28 °C,4 kts,170 °,35 °C,6 kts,260 °,8:05 PM,8:48 PM,03:45,2:50 AM
6:30 AM,6E2447,Pune (PNQ),IndiGo,A20N (VT-IZZ),,Scheduled,"Wednesday, Jun 19",NAG,Nagpur Dr. Babasaheb Ambedkar International Airport,28 °C,4 kts,170 °,26 °C,8 kts,250 °,5:05 AM,5:00 AM,00:59,6:30 AM
6:45 AM,6E2431,Delhi (DEL),IndiGo,A21N (VT-IBQ),,Scheduled,"Wednesday, Jun 19",NAG,Nagpur Dr. Babasaheb Ambedkar International Airport,28 °C,4 kts,170 °,31 °C,6 kts,110 °,5:10 AM,5:16 AM,01:26,6:45 AM
6:55 AM,6E6003,Bengaluru (BLR),IndiGo,A21N (VT-ILM),,Scheduled,"Wednesday, Jun 19",NAG,Nagpur Dr. Babasaheb Ambedkar International Airport,28 °C,4 kts,170 °,22 °C,10 kts,250 °,5:15 AM,5:16 AM,01:17,6:55 AM
7:45 AM,6E5124,Mumbai (BOM),IndiGo,A20N (VT-IIN),,Scheduled,"Wednesday, Jun 19",NAG,Nagpur Dr. Babasaheb Ambedkar International Airport,28 °C,4 kts,170 °,27 °C,6 kts,170 °,6:20 AM,6:42 AM,01:12,7:45 AM
7:50 AM,6E7452,Hyderabad (HYD),IndiGo,AT76 (VT-IYR),,Scheduled,"Wednesday, Jun 19",NAG,Nagpur Dr. Babasaheb Ambedkar International Airport,28 °C,4 kts,170 °,26 °C,13 kts,260 °,6:15 AM,6:29 AM,01:07,7:50 AM
8:35 AM,S5183,Bengaluru (BLR),Abakan Air,ERJ,,Scheduled,"Wednesday, Jun 19",NDC,Nanded Airport,,,,22 °C,10 kts,250 °,7:15 AM,8:19 AM,01:05,8:35 AM
8:45 AM,S5196,Hyderabad (HYD),Abakan Air,ERJ,,Scheduled,"Wednesday, Jun 19",NDC,Nanded Airport,,,,26 °C,13 kts,260 °,7:25 AM,7:34 AM,00:38,8:30 AM
4:00 PM,S5219,Ahmedabad (AMD),Abakan Air,ERJ,,Scheduled,"Wednesday, Jun 19",NDC,Nanded Airport,,,,31 °C,8 kts,180 °,,,,
4:15 PM,S5186,Ghaziabad (HDO),Abakan Air,ERJ,,Scheduled,"Wednesday, Jun 19",NDC,Nanded Airport,,,,,,,,,,
8:35 AM,S5183,Bengaluru (BLR),Abakan Air,ERJ,,Scheduled,"Wednesday, Jun 19",NDC,Nanded Airport,,,,22 °C,10 kts,250 °,7:15 AM,8:19 AM,01:05,8:35 AM
