TIME,FLIGHT,FROM,AIRLINE,AIRCRAFT,Unnamed: 5,STATUS,DATE,ARRIVAL_AIRPORT_CODE,ARRIVAL_AIRPORT_NAME,WEATHER_ARRIVAL,WIND_ARRIVAL,DIRECTION_ARRIVAL,WEATHER_DEPARTURE,WIND_DEPARTURE,DIRECTION_DEPARTURE,Scheduled_departures,Actual_departures,Scheduled_arrival,Actual_arrival
8:50 AM,6E2036,Delhi (DEL),IndiGo,A320 (VT-IAS),,Scheduled,"Wednesday, Jun 19",ISK,Nashik Ozar Airport,,,,31 °C,6 kts,110 °,7:05 AM,7:20 AM,01:34,8:50 AM
10:25 AM,6E7115,Ahmedabad (AMD),IndiGo,AT76 (VT-IRK),,Scheduled,"Wednesday, Jun 19",ISK,Nashik Ozar Airport,,,,31 °C,8 kts,180 °,,,,
10:45 AM,6E7108,Indore (IDR),IndiGo,AT76 (VT-IYB),,Scheduled,"Wednesday, Jun 19",ISK,Nashik Ozar Airport,,,,25 °C,8 kts,250 °,,,,
11:25 AM,6E7462,Nagpur (NAG),IndiGo,AT76 (VT-IYV),,Scheduled,"Wednesday, Jun 19",ISK,Nashik Ozar Airport,,,,27 °C,4 kts,180 °,9:40 AM,9:53 AM,01:23,11:25 AM
2:05 PM,6E7136,Hyderabad (HYD),IndiGo,AT76 (VT-IYP),,Scheduled,"Wednesday, Jun 19",ISK,Nashik Ozar Airport,,,,26 °C,13 kts,260 °,12:10 PM,12:11 PM,01:28,2:05 PM
4:00 PM,6E7454,Goa (GOX),IndiGo,AT76 (VT-IYV),,Scheduled,"Wednesday, Jun 19",ISK,Nashik Ozar Airport,,,,,,,2:10 PM,—,—,4:00 PM
8:50 AM,6E2036,Delhi (DEL),IndiGo,32N,,Scheduled,"Wednesday, Jun 19",ISK,Nashik Ozar Airport,,,,31 °C,6 kts,110 °,7:05 AM,7:20 AM,01:34,8:50 AM
10:25 AM,6E7115,Ahmedabad (AMD),IndiGo,AT7,,Scheduled,"Wednesday, Jun 19",ISK,Nashik Ozar Airport,,,,31 °C,8 kts,180 °,,,,
9:20 AM,6E7156,Delhi (DEL),IndiGo,AT76 (VT-IYL),,Scheduled,"Wednesday, Jun 19",PGH,Pantnagar Airport,39 °C,10 kts,270 °,31 °C,6 kts,110 °,8:20 AM,8:48 AM,00:46,9:20 AM
10:10 AM,9I647,Delhi (DEL),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",PGH,Pantnagar Airport,39 °C,10 kts,270 °,31 °C,6 kts,110 °,,,,
12:10 PM,6E7324,Delhi (DEL),IndiGo,AT76 (VT-IYL),,Scheduled,"Wednesday, Jun 19",PGH,Pantnagar Airport,39 °C,10 kts,270 °,31 °C,6 kts,110 °,11:10 AM,11:51 AM,00:48,12:10 PM
1:55 PM,9I648,Varanasi (VNS),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",PGH,Pantnagar Airport,39 °C,10 kts,270 °,35 °C,6 kts,230 °,,,,
9:20 AM,6E7156,Delhi (DEL),IndiGo,AT7,,Scheduled,"Wednesday, Jun 19",PGH,Pantnagar Airport,39 °C,10 kts,270 °,31 °C,6 kts,110 °,8:20 AM,8:48 AM,00:46,9:20 AM
11:15 AM,9I401,Itanagar (HGI),Alliance Air,D28,,Scheduled,"Wednesday, Jun 19",IXT,Pasighat Airport,,,,,,,,,,
8:00 AM,6E5058,Delhi (DEL),IndiGo,A20N (VT-ISJ),,Scheduled,"Wednesday, Jun 19",PAT,Patna Jay Prakash Narayan International Airport,32 °C,12 kts,110 °,31 °C,6 kts,110 °,6:20 AM,6:38 AM,01:16,8:00 AM
8:35 AM,6E713,Kolkata (CCU),IndiGo,A20N (VT-IIB),,Scheduled,"Wednesday, Jun 19",PAT,Patna Jay Prakash Narayan International Airport,32 °C,12 kts,110 °,29 °C,10 kts,170 °,7:15 AM,7:13 AM,00:49,8:35 AM
9:20 AM,6E6394,Chandigarh (IXC),IndiGo,A20N (VT-IPL),,Scheduled,"Wednesday, Jun 19",PAT,Patna Jay Prakash Narayan International Airport,32 °C,12 kts,110 °,28 °C,19 kts,20 °,9:55 AM,9:49 AM,00:57,11:25 AM
10:05 AM,UK717,Delhi (DEL),Vistara,320,,Scheduled,"Wednesday, Jun 19",PAT,Patna Jay Prakash Narayan International Airport,32 °C,12 kts,110 °,31 °C,6 kts,110 °,8:20 AM,9:01 AM,01:14,10:05 AM
10:20 AM,6E2769,Delhi (DEL),IndiGo,A20N (VT-ISO),,Scheduled,"Wednesday, Jun 19",PAT,Patna Jay Prakash Narayan International Airport,32 °C,12 kts,110 °,31 °C,6 kts,110 °,8:40 AM,9:16 AM,01:18,10:20 AM
10:30 AM,6E6719,Hyderabad (HYD),IndiGo,A20N (VT-ITX),,Scheduled,"Wednesday, Jun 19",PAT,Patna Jay Prakash Narayan International Airport,32 °C,12 kts,110 °,26 °C,13 kts,260 °,8:30 AM,8:45 AM,01:42,10:30 AM
10:55 AM,6E6801,Bengaluru (BLR),IndiGo,A20N (VT-ITT),,Scheduled,"Wednesday, Jun 19",PAT,Patna Jay Prakash Narayan International Airport,32 °C,12 kts,110 °,22 °C,10 kts,250 °,,,,
11:15 AM,6E6902,Lucknow (LKO),IndiGo,A320 (VT-IFM),,Scheduled,"Wednesday, Jun 19",PAT,Patna Jay Prakash Narayan International Airport,32 °C,12 kts,110 °,28 °C,8 kts,110 °,11:15 AM,11:36 AM,00:36,12:05 PM
9:00 AM,9I601,Ahmedabad (AMD),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",PBD,Porbandar Airport,34 °C,16 kts,250 °,30 °C,10 kts,200 °,,,,
9:00 AM,9I601,Ahmedabad (AMD),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",PBD,Porbandar Airport,34 °C,16 kts,250 °,30 °C,10 kts,200 °,,,,
6:55 AM,6E526,Chennai (MAA),IndiGo,A20N (VT-IPZ),,Scheduled,"Wednesday, Jun 19",IXZ,Port Blair Veer Savarkar International Airport,26 °C,6 kts,220 °,27 °C,10 kts,240 °,4:40 AM,4:51 AM,01:56,6:55 AM
7:15 AM,AI549,Chennai (MAA),Air India,A20N (VT-EXR),,Scheduled,"Wednesday, Jun 19",IXZ,Port Blair Veer Savarkar International Airport,26 °C,6 kts,220 °,27 °C,10 kts,240 °,5:05 AM,5:15 AM,01:58,7:15 AM
7:50 AM,AI787,Kolkata (CCU),Air India,A20N (VT-RTQ),,Scheduled,"Wednesday, Jun 19",IXZ,Port Blair Veer Savarkar International Airport,26 °C,6 kts,220 °,29 °C,8 kts,160 °,5:40 AM,6:00 AM,01:59,7:50 AM
8:00 AM,6E2106,Kolkata (CCU),IndiGo,A20N (VT-IPV),,Scheduled,"Wednesday, Jun 19",IXZ,Port Blair Veer Savarkar International Airport,26 °C,6 kts,220 °,29 °C,8 kts,160 °,5:50 AM,5:58 AM,01:55,8:00 AM
9:15 AM,6E6305,Hyderabad (HYD),IndiGo,A20N (VT-IPF),,Scheduled,"Wednesday, Jun 19",IXZ,Port Blair Veer Savarkar International Airport,26 °C,6 kts,220 °,26 °C,13 kts,260 °,6:35 AM,6:38 AM,02:17,9:15 AM
10:05 AM,QP1485,Chennai (MAA),Akasa Air,7M8,,Scheduled,"Wednesday, Jun 19",IXZ,Port Blair Veer Savarkar International Airport,26 °C,6 kts,220 °,27 °C,10 kts,240 °,7:45 AM,7:58 AM,01:57,10:05 AM
10:20 AM,AI485,Visakhapatnam (VTZ),Air India,A20N (VT-EXS),,Scheduled,"Wednesday, Jun 19",IXZ,Port Blair Veer Savarkar International Airport,26 °C,6 kts,220 °,29 °C,6 kts,240 °,,,,
11:15 AM,6E345,Kolkata (CCU),IndiGo,A20N (VT-IPS),,Scheduled,"Wednesday, Jun 19",IXZ,Port Blair Veer Savarkar International Airport,26 °C,6 kts,220 °,29 °C,8 kts,160 °,8:50 AM,9:01 AM,02:09,11:15 AM
11:25 PM,6E2674,Delhi (DEL),IndiGo,A21N (VT-IBQ),,Landed 11:30 PM,"Wednesday, Jun 19",PNQ,Pune Airport,26 °C,8 kts,250 °,30 °C,6 kts,140 °,9:20 PM,9:51 PM,01:39,11:25 PM
11:40 PM,6E6943,Goa (GOX),IndiGo,A20N (VT-IPW),,Landed 11:17 PM,"Wednesday, Jun 19",PNQ,Pune Airport,26 °C,8 kts,250 °,,,,10:40 PM,10:39 PM,00:38,11:40 PM
11:50 PM,AI847,Delhi (DEL),Air India,A21N (VT-RTE),,Estimated 12:05 AM,"Wednesday, Jun 19",PNQ,Pune Airport,26 °C,8 kts,250 °,30 °C,6 kts,140 °,9:45 PM,10:27 PM,01:37,11:50 PM
11:55 PM,SG2919,Hyderabad (HYD),SpiceJet,DH8D (VT-SQB),,Estimated 11:56 PM,"Wednesday, Jun 19",PNQ,Pune Airport,26 °C,8 kts,250 °,26 °C,13 kts,260 °,10:25 PM,10:48 PM,01:07,11:55 PM
12:05 AM,6E116,Bengaluru (BLR),IndiGo,A21N (VT-IBF),,Estimated 11:50 PM,"Wednesday, Jun 19",PNQ,Pune Airport,26 °C,8 kts,250 °,22 °C,10 kts,250 °,10:40 PM,10:42 PM,01:10,12:05 AM
12:10 AM,6E835,Nagpur (NAG),IndiGo,A20N (VT-IZZ),,Estimated 12:24 AM,"Wednesday, Jun 19",PNQ,Pune Airport,26 °C,8 kts,250 °,27 °C,4 kts,160 °,11:00 PM,11:28 PM,00:54,12:10 AM
12:15 AM,I5788,Delhi (DEL),AIX Connect,A320 (VT-HKG),,Delayed 12:48 AM,"Wednesday, Jun 19",PNQ,Pune Airport,26 °C,8 kts,250 °,30 °C,6 kts,140 °,10:15 PM,11:30 PM,01:42,12:15 AM
12:20 AM,6E681,Chandigarh (IXC),IndiGo,A20N (VT-IJB),,Delayed 1:22 AM,"Wednesday, Jun 19",PNQ,Pune Airport,26 °C,8 kts,250 °,28 °C,19 kts,20 °,,,,
8:05 AM,6E139,Kolkata (CCU),IndiGo,A20N (VT-IPN),,Scheduled,"Wednesday, Jun 19",RPR,Raipur Swami Vivekananda Airport,,,,29 °C,8 kts,160 °,6:40 AM,6:54 AM,01:05,8:05 AM
8:15 AM,6E5223,Mumbai (BOM),IndiGo,A21N (VT-ILT),,Scheduled,"Wednesday, Jun 19",RPR,Raipur Swami Vivekananda Airport,,,,25 °C,8 kts,190 °,6:20 AM,6:39 AM,01:30,8:15 AM
8:20 AM,UK793,Delhi (DEL),Vistara,320,,Scheduled,"Wednesday, Jun 19",RPR,Raipur Swami Vivekananda Airport,,,,30 °C,6 kts,140 °,6:40 AM,6:58 AM,01:21,8:20 AM
9:00 AM,6E2062,Delhi (DEL),IndiGo,A21N (VT-ILJ),,Scheduled,"Wednesday, Jun 19",RPR,Raipur Swami Vivekananda Airport,,,,30 °C,6 kts,140 °,7:10 AM,7:34 AM,01:22,9:00 AM
9:45 AM,6E6521,Lucknow (LKO),IndiGo,A320 (VT-IAX),,Scheduled,"Wednesday, Jun 19",RPR,Raipur Swami Vivekananda Airport,,,,28 °C,8 kts,110 °,10:15 AM,10:21 AM,00:46,11:10 AM
9:55 AM,6E211,Goa (GOI),IndiGo,A20N (VT-IIL),,Scheduled,"Wednesday, Jun 19",RPR,Raipur Swami Vivekananda Airport,,,,26 °C,4 kts,140 °,8:00 AM,8:04 AM,01:42,9:55 AM
10:50 AM,6E6467,Hyderabad (HYD),IndiGo,A320 (VT-IKK),,Scheduled,"Wednesday, Jun 19",RPR,Raipur Swami Vivekananda Airport,,,,26 °C,13 kts,260 °,9:30 AM,9:37 AM,00:58,10:50 AM
11:55 AM,6E405,Bengaluru (BLR),IndiGo,A20N (VT-IIG),,Scheduled,"Wednesday, Jun 19",RPR,Raipur Swami Vivekananda Airport,,,,22 °C,10 kts,250 °,9:55 AM,10:27 AM,01:30,11:55 AM
7:50 AM,6E7118,Hyderabad (HYD),IndiGo,AT76 (VT-IYH),,Scheduled,"Wednesday, Jun 19",RJA,Rajahmundry Airport,31 °C,6 kts,250 °,26 °C,13 kts,260 °,6:30 AM,6:50 AM,01:16,7:50 AM
8:00 AM,6E7107,Bengaluru (BLR),IndiGo,AT76 (VT-IXX),,Scheduled,"Wednesday, Jun 19",RJA,Rajahmundry Airport,31 °C,6 kts,250 °,22 °C,10 kts,250 °,6:00 AM,6:00 AM,01:54,8:00 AM
9:35 AM,6E7477,Hyderabad (HYD),IndiGo,AT76 (VT-IYS),,Scheduled,"Wednesday, Jun 19",RJA,Rajahmundry Airport,31 °C,6 kts,250 °,26 °C,13 kts,260 °,8:15 AM,8:25 AM,01:01,9:35 AM
11:35 AM,6E7228,Hyderabad (HYD),IndiGo,AT76 (VT-IYH),,Scheduled,"Wednesday, Jun 19",RJA,Rajahmundry Airport,31 °C,6 kts,250 °,26 °C,13 kts,260 °,10:10 AM,10:42 AM,01:00,11:35 AM
12:05 PM,6E7231,Bengaluru (BLR),IndiGo,AT76 (VT-IRM),,Scheduled,"Wednesday, Jun 19",RJA,Rajahmundry Airport,31 °C,6 kts,250 °,22 °C,10 kts,250 °,10:05 AM,10:29 AM,01:35,12:05 PM
2:55 PM,6E7311,Hyderabad (HYD),IndiGo,AT76 (VT-IYH),,Scheduled,"Wednesday, Jun 19",RJA,Rajahmundry Airport,31 °C,6 kts,250 °,26 °C,13 kts,260 °,1:35 PM,1:52 PM,00:59,2:55 PM
4:00 PM,6E7262,Chennai (MAA),IndiGo,AT76 (VT-IRG),,Scheduled,"Wednesday, Jun 19",RJA,Rajahmundry Airport,31 °C,6 kts,250 °,27 °C,10 kts,240 °,2:25 PM,2:59 PM,01:25,4:00 PM
6:10 PM,6E7545,Hyderabad (HYD),IndiGo,AT76 (VT-IYP),,Scheduled,"Wednesday, Jun 19",RJA,Rajahmundry Airport,31 °C,6 kts,250 °,26 °C,13 kts,260 °,4:50 PM,5:00 PM,00:59,6:10 PM
7:45 AM,6E7561,Kolkata (CCU),IndiGo,AT76 (VT-IYT),,Scheduled,"Wednesday, Jun 19",IXR,Ranchi Birsa Munda Airport,24 °C,8 kts,270 °,29 °C,8 kts,160 °,6:25 AM,6:26 AM,01:03,7:45 AM
7:55 AM,6E6484,Pune (PNQ),IndiGo,A20N (VT-IPG),,Scheduled,"Wednesday, Jun 19",IXR,Ranchi Birsa Munda Airport,24 °C,8 kts,270 °,26 °C,8 kts,250 °,5:55 AM,5:49 AM,01:53,7:55 AM
8:25 AM,I5331,Mumbai (BOM),AIX Connect,A320 (VT-AMD),,Scheduled,"Wednesday, Jun 19",IXR,Ranchi Birsa Munda Airport,24 °C,8 kts,270 °,25 °C,8 kts,190 °,5:50 AM,6:07 AM,02:02,8:25 AM
9:00 AM,6E2022,Delhi (DEL),SmartLynx,A320 (ES-SAZ),,Scheduled,"Wednesday, Jun 19",IXR,Ranchi Birsa Munda Airport,24 °C,8 kts,270 °,30 °C,6 kts,140 °,7:20 AM,7:43 AM,01:29,9:00 AM
9:50 AM,I5744,Delhi (DEL),AIX Connect,A320 (VT-HKG),,Scheduled,"Wednesday, Jun 19",IXR,Ranchi Birsa Munda Airport,24 °C,8 kts,270 °,30 °C,6 kts,140 °,8:10 AM,8:32 AM,01:34,9:50 AM
10:25 AM,6E421,Hyderabad (HYD),IndiGo,A21N (VT-IUP),,Scheduled,"Wednesday, Jun 19",IXR,Ranchi Birsa Munda Airport,24 °C,8 kts,270 °,26 °C,13 kts,260 °,8:40 AM,9:04 AM,01:28,10:25 AM
11:25 AM,I5819,Bengaluru (BLR),AIX Connect,A320 (VT-BOM),,Scheduled,"Wednesday, Jun 19",IXR,Ranchi Birsa Munda Airport,24 °C,8 kts,270 °,22 °C,10 kts,250 °,9:05 AM,9:34 AM,02:01,11:25 AM
11:55 AM,6E6152,Kolkata (CCU),IndiGo,A20N (VT-IIB),,Scheduled,"Wednesday, Jun 19",IXR,Ranchi Birsa Munda Airport,24 °C,8 kts,270 °,29 °C,8 kts,160 °,11:00 AM,11:18 AM,00:37,11:55 AM
1:05 PM,9I743,Kolkata (CCU),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",RRK,Rourkela Airport,,,,29 °C,8 kts,160 °,,,,
3:50 PM,9I745,Bhubaneswar (BBI),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",RRK,Rourkela Airport,,,,29 °C,8 kts,190 °,1:30 PM,1:50 PM,00:56,2:25 PM
11:40 AM,6E7678,Chennai (MAA),IndiGo,AT76 (VT-IRJ),,Scheduled,"Wednesday, Jun 19",SXV,Salem Airport,24 °C,10 kts,360 °,27 °C,10 kts,240 °,10:35 AM,10:52 AM,00:45,11:40 AM
1:20 PM,9I513,Bengaluru (BLR),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",SXV,Salem Airport,24 °C,10 kts,360 °,22 °C,10 kts,250 °,12:20 PM,1:33 PM,00:37,1:20 PM
4:25 PM,9I515,Cochin (COK),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",SXV,Salem Airport,24 °C,10 kts,360 °,25 °C,Calm,,3:15 PM,4:15 PM,00:44,4:25 PM
10:45 AM,6E7917,Bengaluru (BLR),IndiGo,AT7,,Scheduled,"Wednesday, Jun 19",SXV,Salem Airport,24 °C,10 kts,360 °,22 °C,10 kts,250 °,9:50 AM,10:10 AM,00:34,10:45 AM
11:40 AM,6E7678,Chennai (MAA),IndiGo,AT7,,Scheduled,"Wednesday, Jun 19",SXV,Salem Airport,24 °C,10 kts,360 °,27 °C,10 kts,240 °,10:35 AM,10:52 AM,00:45,11:40 AM
10:45 AM,9I729,Guwahati (GAU),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",SHL,Shillong Airport,23 °C,Calm,,27 °C,4 kts,340 °,,,,
11:00 AM,9I783,Aizawl (AJL),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",SHL,Shillong Airport,23 °C,Calm,,24 °C,2 kts,280 °,,,,
12:00 PM,6E7304,Kolkata (CCU),IndiGo,AT76 (VT-IYY),,Scheduled,"Wednesday, Jun 19",SHL,Shillong Airport,23 °C,Calm,,29 °C,8 kts,160 °,10:05 AM,10:26 AM,01:38,12:00 PM
12:10 PM,9I755,Aizawl (AJL),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",SHL,Shillong Airport,23 °C,Calm,,24 °C,2 kts,280 °,,,,
1:35 PM,9I784,Dimapur (DMU),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",SHL,Shillong Airport,23 °C,Calm,,27 °C,4 kts,260 °,,,,
1:45 PM,9I730,Lilabari (IXI),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",SHL,Shillong Airport,23 °C,Calm,,,,,,,,
2:05 PM,SG3798,Kolkata (CCU),SpiceJet,DH8,,Scheduled,"Wednesday, Jun 19",SHL,Shillong Airport,23 °C,Calm,,29 °C,8 kts,160 °,12:30 PM,12:34 PM,—,2:05 PM
3:15 PM,6E7956,Dibrugarh (DIB),IndiGo,AT76 (VT-IYY),,Scheduled,"Wednesday, Jun 19",SHL,Shillong Airport,23 °C,Calm,,26 °C,2 kts,Variable,,,,
8:05 AM,9I821,Delhi (DEL),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",SLV,Shimla Airport,33 °C,6 kts,270 °,30 °C,6 kts,140 °,8:00 AM,8:04 AM,00:31,9:05 AM
9:55 AM,9I822,Dharamsala (DHM),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",SLV,Shimla Airport,33 °C,6 kts,270 °,40 °C,4 kts,200 °,11:00 AM,10:42 AM,00:48,12:10 PM
10:55 AM,9I812,Amritsar (ATQ),Alliance Air,ATR,,Scheduled,"Wednesday, Jun 19",SLV,Shimla Airport,33 °C,6 kts,270 °,29 °C,10 kts,50 °,9:20 AM,—,—,10:15 AM
7:35 AM,9I821,Delhi (DEL),Alliance Air,ATR,,Scheduled,"Wednesday, Jun 19",SLV,Shimla Airport,33 °C,6 kts,270 °,30 °C,6 kts,140 °,8:00 AM,8:04 AM,00:31,9:05 AM
10:35 AM,9I822,Dharamsala (DHM),Alliance Air,ATR,,Scheduled,"Wednesday, Jun 19",SLV,Shimla Airport,33 °C,6 kts,270 °,40 °C,4 kts,200 °,11:00 AM,10:42 AM,00:48,12:10 PM
11:25 AM,SG8946,Delhi (DEL),SpiceJet,737,,Scheduled,"Wednesday, Jun 19",SAG,Shirdi Airport,25 °C,6 kts,250 °,30 °C,8 kts,140 °,11:55 AM,11:05 PM,01:34,1:50 PM
11:30 AM,SG2131,Hyderabad (HYD),SpiceJet,DH8,,Scheduled,"Wednesday, Jun 19",SAG,Shirdi Airport,25 °C,6 kts,250 °,26 °C,13 kts,260 °,12:00 PM,12:08 PM,01:52,1:55 PM
12:55 PM,6E7439,Indore (IDR),IndiGo,AT76 (VT-IXW),,Scheduled,"Wednesday, Jun 19",SAG,Shirdi Airport,25 °C,6 kts,250 °,24 °C,6 kts,250 °,11:25 AM,—,—,12:55 PM
2:00 PM,6E574,Bengaluru (BLR),IndiGo,A320 (ES-SAD),,Scheduled,"Wednesday, Jun 19",SAG,Shirdi Airport,25 °C,6 kts,250 °,22 °C,12 kts,260 °,12:15 PM,12:52 PM,01:15,2:00 PM
3:00 PM,6E6062,Hyderabad (HYD),IndiGo,A20N (VT-ITX),,Scheduled,"Wednesday, Jun 19",SAG,Shirdi Airport,25 °C,6 kts,250 °,26 °C,13 kts,260 °,1:40 PM,1:45 PM,00:53,3:00 PM
3:45 PM,6E2616,Delhi (DEL),IndiGo,A320 (VT-IFS),,Scheduled,"Wednesday, Jun 19",SAG,Shirdi Airport,25 °C,6 kts,250 °,30 °C,8 kts,140 °,1:40 PM,1:50 PM,01:34,3:45 PM
4:15 PM,6E7379,Vijayawada (VGA),IndiGo,AT76 (VT-IYR),,Scheduled,"Wednesday, Jun 19",SAG,Shirdi Airport,25 °C,6 kts,250 °,29 °C,Calm,,,,,
4:20 PM,SG2138,Bengaluru (BLR),SpiceJet,DH8,,Scheduled,"Wednesday, Jun 19",SAG,Shirdi Airport,25 °C,6 kts,250 °,22 °C,12 kts,260 °,4:45 PM,5:14 PM,01:08,6:10 PM
10:50 AM,S5212,Hyderabad (HYD),Star Air,ERJ,,Scheduled,"Wednesday, Jun 19",RQY,Shivamogga Airport,,,,26 °C,13 kts,260 °,9:30 AM,11:43 AM,01:17,10:50 AM
12:40 PM,6E7731,Bengaluru (BLR),IndiGo,AT76 (VT-IYE),,Scheduled,"Wednesday, Jun 19",RQY,Shivamogga Airport,,,,22 °C,12 kts,260 °,12:15 PM,12:37 PM,00:43,1:25 PM
2:00 PM,S5203,Tirupati (TIR),Star Air,ERJ,,Scheduled,"Wednesday, Jun 19",RQY,Shivamogga Airport,,,,32 °C,8 kts,220 °,3:35 PM,3:28 PM,00:49,4:40 PM
4:40 PM,S5211,Goa (GOX),Star Air,ERJ,,Scheduled,"Wednesday, Jun 19",RQY,Shivamogga Airport,,,,,,,12:40 PM,—,—,1:30 PM
10:50 AM,S5212,Hyderabad (HYD),Star Air,ERJ,,Scheduled,"Wednesday, Jun 19",RQY,Shivamogga Airport,,,,26 °C,13 kts,260 °,9:30 AM,11:43 AM,01:17,10:50 AM
7:05 AM,AI753,Kolkata (CCU),Air India,A20N (VT-RTF),,Scheduled,"Wednesday, Jun 19",IXS,Silchar Airport,24 °C,2 kts,Variable,29 °C,8 kts,160 °,5:45 AM,5:45 AM,—,7:05 AM
8:35 AM,9I731,Kolkata (CCU),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",IXS,Silchar Airport,24 °C,2 kts,Variable,29 °C,8 kts,160 °,5:34 AM,5:34 AM,00:45,11:49 AM
9:00 AM,9I741,Kolkata (CCU),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",IXS,Silchar Airport,24 °C,2 kts,Variable,29 °C,8 kts,160 °,,,,
1:25 PM,6E2513,Kolkata (CCU),IndiGo,A20N (VT-IVX),,Scheduled,"Wednesday, Jun 19",IXS,Silchar Airport,24 °C,2 kts,Variable,29 °C,8 kts,160 °,12:10 PM,12:16 PM,—,1:25 PM
1:40 PM,9I732,Imphal (IMF),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",IXS,Silchar Airport,24 °C,2 kts,Variable,24 °C,Calm,,—,—,—,—
1:45 PM,6E262,Guwahati (GAU),IndiGo,A20N (VT-IQX),,Scheduled,"Wednesday, Jun 19",IXS,Silchar Airport,24 °C,2 kts,Variable,27 °C,4 kts,340 °,12:55 PM,1:01 PM,—,1:45 PM
2:00 PM,9I742,Imphal (IMF),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",IXS,Silchar Airport,24 °C,2 kts,Variable,24 °C,Calm,,,,,
7:05 AM,AI753,Kolkata (CCU),Air India,32N,,Scheduled,"Wednesday, Jun 19",IXS,Silchar Airport,24 °C,2 kts,Variable,29 °C,8 kts,160 °,5:45 AM,5:45 AM,—,7:05 AM
7:45 AM,I5582,Kolkata (CCU),AIX Connect,A320 (VT-JPR),,Scheduled,"Wednesday, Jun 19",IXB,Siliguri Bagdogra Airport,24 °C,4 kts,50 °,29 °C,8 kts,160 °,6:35 AM,6:34 AM,00:51,7:45 AM
7:55 AM,SG505,Mumbai (BOM),SpiceJet,7M8,,Scheduled,"Wednesday, Jun 19",IXB,Siliguri Bagdogra Airport,24 °C,4 kts,50 °,26 °C,4 kts,180 °,,,,
8:05 AM,I51780,Bengaluru (BLR),AIX Connect,A320 (VT-KTM),,Scheduled,"Wednesday, Jun 19",IXB,Siliguri Bagdogra Airport,24 °C,4 kts,50 °,22 °C,12 kts,260 °,5:05 AM,5:15 AM,02:24,8:05 AM
8:10 AM,SG3445,Kolkata (CCU),SpiceJet,DH8,,Scheduled,"Wednesday, Jun 19",IXB,Siliguri Bagdogra Airport,24 °C,4 kts,50 °,29 °C,8 kts,160 °,6:50 AM,6:47 AM,00:58,8:10 AM
9:00 AM,6E6785,Kolkata (CCU),IndiGo,A20N (VT-IVE),,Scheduled,"Wednesday, Jun 19",IXB,Siliguri Bagdogra Airport,24 °C,4 kts,50 °,29 °C,8 kts,160 °,7:50 AM,7:57 AM,00:50,9:00 AM
9:25 AM,I5634,Kolkata (CCU),AIX Connect (The Pioneer Livery),A320 (VT-JRT),,Scheduled,"Wednesday, Jun 19",IXB,Siliguri Bagdogra Airport,24 °C,4 kts,50 °,29 °C,8 kts,160 °,8:05 AM,8:07 AM,00:48,9:25 AM
9:35 AM,6E5317,Delhi (DEL),IndiGo,A20N (VT-ISL),,Scheduled,"Wednesday, Jun 19",IXB,Siliguri Bagdogra Airport,24 °C,4 kts,50 °,30 °C,8 kts,140 °,7:30 AM,7:35 AM,01:34,9:35 AM
10:00 AM,UK725,Delhi (DEL),Vistara,320,,Scheduled,"Wednesday, Jun 19",IXB,Siliguri Bagdogra Airport,24 °C,4 kts,50 °,30 °C,8 kts,140 °,10:35 AM,10:38 AM,01:03,12:00 PM
12:50 PM,9I661,Mumbai (BOM),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",SDW,Sindhudurg Airport,30 °C,6 kts,170 °,26 °C,4 kts,180 °,,,,
11:45 AM,IC5504,Hyderabad (HYD),Fly91,AT7,,Scheduled,"Wednesday, Jun 19",SDW,Sindhudurg Airport,30 °C,6 kts,170 °,26 °C,13 kts,260 °,9:50 AM,—,—,11:45 AM
6:55 AM,6E2607,Delhi (DEL),IndiGo,A21N (VT-IBH),,Scheduled,"Wednesday, Jun 19",SXR,Srinagar Airport,16 °C,2 kts,Variable,30 °C,8 kts,140 °,5:30 AM,5:37 AM,01:00,6:55 AM
7:10 AM,IX1995,Delhi (DEL),Air India Express,7M8,,Scheduled,"Wednesday, Jun 19",SXR,Srinagar Airport,16 °C,2 kts,Variable,30 °C,8 kts,140 °,5:30 AM,6:18 AM,01:19,7:10 AM
